skill,comments,count
Correctness,"the simulation has 4 kinds of species, which did not satisfy the 5 species requirement of core tasks. the good side is that it introduces grass as challenge task.",1
Correctness,"the simulation has 5 kinds of species and it finished the challenge task by adding grass, weather and disease",1
Correctness,the simulation has 5 kinds of species and it finished the challenge task by adding human factor,1
Correctness,the simulation has 5 kinds of species and it finished the challenge task by adding weather.,1
Correctness,"the simulation has 5 kinds of species: cheeta, lion, giraffe, gazelle and zebra. it introduces grass as challenge task.",1
Correctness,the simulation has 6 kinds of species and it finished the challenge task by adding plants.,1
Correctness,"the simulation has 7 kinds of species but after simulating 700 steps, it only ends up with lake and grass. the other animals are all dead, which is a issue.",1
Correctness,the simulation has 8 kinds of species to finish the core tasks.  it finished the challenge work by adding disease.,1
Correctness,"the simulation includes at least 5 acting species (fox, rabbit, plants, vulture, nuts, squirrel, mouse), with foxes and vultures as predators, and rabbits, squirrels and mice as non-predators that eat plants/nuts. foxes and vultures compete for rabbits and squirrels as shared food sources. the species distinguish males and females which must meet to propagate. time of day is tracked, with some creatures like rabbits and squirrels not moving at night. one of the challenge tasks, adding plants, was also implemented successfully. however, one flaw is that the fox and rabbit classes from the original template were retained instead of being fully replaced by new species.",1
Correctness,"the simulation includes at least 5 acting species (hare, wolf, cow, bear, deer), with wolves and bears as predators and hares, cows, and deer as non-predators. wolves and bears compete for some of the same food sources. the species distinguish males and females, requiring them to meet to propagate. time of day is tracked, with hares moving and feeding during the day but only giving birth at night.",1
Correctness,"the simulation is working as described in the assignment, with all core tasks completed. the challenge tasks of adding plants and weather have been implemented successfully. plants grow and are eaten by some animals, and weather changes over time, influencing animal behavior and plant growth.",1
Correctness,"the simulation meets all the core requirements as outlined in the assignment. it includes at least 5 acting species (lynx, wolf, deer, hamster, plant), with lynx and wolf as predators and deer and hamster as non-predators. the lynx and wolf compete for deer as a shared food source. the species distinguish males and females which must meet to propagate. time of day is tracked, with nocturnal vs diurnal behavior for different species.

in addition, several challenge tasks were implemented to a high standard, demonstrating originality and technical excellence. weather effects impact animal breeding and plant growth. diseases like wolfflu and animalflu can infect animals and spread between them.",1
Correctness,"the simulation models 5 species and introduced the weather and grass, weather and disease for the challenge task; this work finished the core work and the challenge task.",1
Correctness,"the simulation models 6 species but all of them are shown by black squares, which is hard to distinguish them. the good side is that it introduces the weather and disease as challenge tasks. what is more, it designs a nice gui to make it user-friendly.
",1
Correctness,"the simulation models multiple species: dory, bluewhale, dophin, shark, nemo and orca. this work introduced the plants for the challenge works.",1
Correctness,"the simulation models multiple species: leopard, cheetah, impala, plant, rhino and boar but it ends up with plants after 800 steps. this work introduced the time and weather for the challenge works.",1
Correctness,"the simulation models several acting species and added the weather, plnt for the challenge task. this work finished the core work and the challenge task successfully.",1
Correctness,"the simulation models several species: antelope, cheetah, fox, hyena, lion, rabbit, zebra, which are represented by different color squares. this work finished the core work but it skipped the challenge task.",1
Correctness,"the simulation models several species: wolf, fox, rat, goat and rabbit and added the weather, plague for the challenge task. this work finished the core work and the challenge task successfully.",1
Correctness,"the simulation models several species: wolf, horse, plant, sheep, leopard and lion. the issue is that the simulation did not work well. this work finished the core work unsuccessfully and it added the plant and weather for the challenge task.",1
Correctness,the simulation runs but slows down to a snail's pace after 90 steps. after crossing a 100 it barely runs. not a useful implementation. ,1
Correctness,"the simulation should have at least five different kinds of acting species but this submission only has 4 species. after simulating 200 steps, it only ends up with hamster and the other animals are all dead, which is a issue.",1
Correctness,"the simulation works as described in the assignment and all core and challenge tasks are completed. there are at least 5 acting species including cheeta, lion, giraffe, gazelle and zebra. the cheeta and lion are predators that compete for the same food source of gazelles and zebras. genders are distinguished for the species and they can only breed when a male and female meet. the time of day is tracked, likely influencing some creature behaviors. plants are simulated and eaten by the prey animals. weather effects like rain and storms impact plant growth. disease can infect and spread between animals. ",1
Correctness,"the spawngrass() method in the grass class allows grass to grow in any adjacent gap, even if there is already grass there. this causes the grass to grow indefinitely. completed all basic requirements and some challenge tasks. however, due to parameter settings and some logical problems, the system was unable to maintain balance for a long time and eventually evolved into a single species ecosystem.",1
Correctness,the student has completed all baseline tasks to a good level. some challenges have been implemented with plants and weather effects on agents. the challenge additions are relatively simple but are implemented competently,1
Correctness,the student has gone above and beyond with implementing all requirements to an exceptional standard and adding their own unique additions such as the simulation initialiser. ,1
Correctness,the student has implemented all baseline requirements to a good standard and has added challenge tasks such as weather and plant life. including multiple types of plants shows some uniqueness.,1
Correctness,the student has implemented all baseline requirements to a high standard and has added some challenge additions such as plant life and weather based behaviours. the weather based behaviours are simple ,1
Correctness,the student has implemented all baseline requirements to a high standard. challenge extensions have been implemented including weather effects and plants (bamboo). weather affecting plant growth is a nice addition,1
Correctness,the student has implemented all baseline requirements to a high standard. challenges extensions such as plants and disease are also implemented well. predators catching diseases from prey and snakes propagating asexually shows creativity ,1
Correctness,the student has implemented all baseline tasks to a good standard and have also implemented extensions such as weather and plants. the simulations once instantiated unfortunately terminate very quickly which some parameter tweaking  would fix,1
Correctness,the student has implemented all baseline tasks to a high standard and has had fun implementing challenge additions such as adding dragons. the inclusion of time and weather based behaviours is effective (such as plants growing at different rates depending on the weather and nocturnal animals). the ui is also implemented well with colours changing based on the current weather time,1
Correctness,the student has implemented both the baseline and challenge features to a very high level. the student has shown creativity by implementing vector-borne diseases. the inclusion of weather and plants as additional extensions shows a comprehensive range of skills. ,1
Correctness,the student has implemented the baseline requirements to a good standard and has implemented challenge extensions such as weather and disease spread. the coursework instructions have been followed closely.,1
Correctness,"the student has implemented the baseline requirements to a high standard and has added challenge tasks such as infection spread, weather, and plant life. the student has shown innovation through the ui for changing model parameters ",1
Correctness,"the student has implemented the baseline tasks to a high standard and have added additional challenge tasks such as weather, plants, and disease spread. a basic ui has also been implemented with start and stop buttons which is an innovative addition",1
Correctness,the student has met all baseline requirements and has implemented some of the challenge extensions including weather-based behaviours and plants. ,1
Correctness,the student has met all baseline requirements to a high standard. the student also implemented challenge additions such as plants and weather. the additions have been implemented well with good encapsulation and extensibility,1
Correctness,the student has met all baseline tasks and has tackled challenge additions with innovation. the plantlife is interesting and the weather effects are concise but effective,1
Correctness,"the student has met all the baseline requirements and has implemented them well. the student has also implemented all challenge tasks including plants, weather, and infection spread.",1
Correctness,the student has met all the baseline requirements to a good degree. plants and weather have been added as challenge extensions. the simulation runs well and produces interesting patterns of behaviour,1
Correctness,the student has submitted the original task code unmodified with no extensions,1
Correctness,"the student implemented a creative and highly competent model fulfilling all baseline requirements and challenge tasks. the extensions made to the model are impressive and implemented well. the time-of-day implementation is somewhat basic, using a day/night system, however, the impact of this on agent behaviour is impactful.",1
Correctness,the student implemented all baseline requirements to a good standard. one challenge extensions was added in the form of basic infection spread. ,1
Correctness,the submission does not cover any of the requirements in the coursework.,1
Correctness,"the submission finishes all base and challenge tasks correctly. what is more, it designs a simple gui for an enhanced user experience.",1
Correctness,"the submission finishes the base task and add weather, plant, water resources as the challenge task. however, after running the simulation for 500 steps, only frogs are live and all other organisms are dead.",1
Correctness,the submission is merely the handout code.,1
Correctness,"the submission uses 5 animals and add weather, plants, disease as the challenge tasks. however, after running 200 steps of simulation, only rabbits are live and the population of all other species end up with 0.",1
Correctness,the weather implemented as part of time rather than separate functionality,1
Correctness,"there are at least 5 animals created. at least 2 of them do not fight for any resource, while at least 2 of them fight for the same resource. the time of the day changes the behaviour of the animals in the code and the animals can give birth only if they are different gender. challenges implemented: plants + weather + diseases.",1
Correctness,"there are at least 5 animals, and 5 of them are predators. there are at least 2 animals that do not look for prey. the animals give birth based on combinations between males and females. time of the day is present. challenges: weather conditions + plants + diseases + graph.",1
Correctness,"there are at least 5 animals, from which at least 2 compete for the same resource, while at least 2 do not compete for any animal. the time of the day is included in the behaviour of the animals. giving birth is based on male and female. challenges added: weather + disease + plants.",1
Correctness,"there are at least five animals created. at least two of them fight for the same prey, while at least two of them fight for no resource. the time of the day is kept and there is a distinction between male and female. extra features: plants added + weather + disease + the possibility of viewing different species in the ui.",1
Correctness,there are at least five animals from different species. there are two animals that do not hunt and two animals that fight for the same resource. some of the species distinguish between male and female. the program keeps track of the difference between day and night and the animals act differently. extra features added: disease.,1
Correctness,"there are at least five animals, at least 2 of them are predators, and at least two of them fight for the same resource. the program keeps track of the time of the day and giving birth is based on different genders. extra challenges: plants + diseases + weather conditions.",1
Correctness,"there are at least five animals. two of them do not hunt, while there are two animals that fight for the same prey. the program distinguishes between male and female. the program keeps track of the time of the day. extra features implemented: plants. disease and weather not sufficiently explored.",1
Correctness,"there are at least five classes of animals created. two of them compete for the same resource, and at least two of them are not predators. the run depends on the specific weather conditions and time and giving birth depends on the combination between a male and a female. challenges added: plants + diseases + weather.",1
Correctness,there are at least five classes of animals. at least two of them fight for the same prey and at least two of them only eat grass. giving birth is based on males and females and the code keeps track of the time of the day. challenges implemented: plants + diseases + weather. the fourth extra feature does not display correctly.,1
Correctness,there are at least five classes that have at least 2 animals that compete for the same resource and at least 2 animals that do not look for any resource. time differences are not presented for the interaction. there is a distinction between males and females and the way new animals are created. challenge tasks added: diseases.,1
Correctness,"there are at least five different species that are created. at least two of the species do not fight for prey, while at least two of the other species do not fight for any of the resources. the program keeps track of the time of the day and there is a difference between a male and a female. extra features: disease + weather conditions.",1
Correctness,"there are at least five different species. al least two of them do not fight for any prey, while two of them fight for the same resource. there is a distinction between males and females and the species act differently between day and night. extra features: plants + disease + weather.",1
Correctness,"there are at least five different species. at least two of them fight for the same prey, while at least two of them do not fight for any other species. the time of the day has an influence on the behaviour of the animals. there is a distinguish between males and females. extra features: disease + weather + plants.",1
Correctness,"there are at least five species created. at least two of the do not fight for any resource, while at least two of them fight for the same resource. when breeding, there is a difference between males and females. there is no difference in terms of the behaviour between day and night. extra features added: plants + weather + disease.",1
Correctness,"there are at least five species created. at least two of them do not fight for any resource, while at least two of them fight for the same one. there is not difference for the behaviour for day and night. there is a distinguish between males and females, but it is not required when they give birth. no extra feature added.",1
Correctness,"there are at least five species created. at least two of them do not fight for any resource, while at least two of them fight for the same resource. the program keeps track of the day/night, but in a simple manner. there is a difference between males and females. extra features: plants + disease.",1
Correctness,"there are at least five species created. at least two of them do not fight for any resource, while at least two of them fight for the same resource. there is a difference between males and females in terms of behaviour and time of the day changes the behaviour of the species. extra features: plants + weather + disease.",1
Correctness,"there are at least five species created. at least two of them only fight for plants, while at least two of them fight for the same resource. there is a difference in terms of breeding between males and females. during the day, all the species are active, and not active during the night. extra challenges: plants. the weather and the disease are not complex enough.",1
Correctness,"there are at least five species created. there are at least two animals that fight for the same resource. there are at least two species that do not fight for any prey, while there are at least two animals that fight for the same prat. the program keeps track of the time of the day and of the differences between males and females. extra features: plants added - in the form of grass.",1
Correctness,"there are at least five species created. there are at least two of them that do not look for pray, while two of them look for the same species to prey. the behaviour of the animals change between day and night. the animals do not consider a difference between males and females. extra features added: none to an extent that can be considered relevant.",1
Correctness,"there are at least five species created. there are at least two species that do not fight for any prey. the way that the species fight for the same resource is not quite correct. animals behave differently based on the time of the day. also, the program distinguishes between a male and a female. extra features: weather + plants. disease is not complex enough.",1
Correctness,"there are at least five species defined. there are at least two species that do not look for prey, while there are at least two species that fight for the same resources. there is a difference in terms of behaviour between a male and a female and between day and night. extra features: weather + disease + plants.",1
Correctness,"there are at least five species of animals. at least two of the have the same prey, while at least two of them do not fight for the same resource. the program distinguishes between males and females and the species have different behaviour between day and night. extra: plants added + disease. the weather feature is not complex enough.",1
Correctness,"there are at least five species that are created. there are at least two species that fight for the same resource, while there are at least two species that do not fight for any resource. the behaviour changes based on the time of the day and there is a difference of breeding between males and females. extra features added: plants + disease + weather.",1
Correctness,"there are five animals created, where at least two fight for the same resource, and at least two do not fight for a resource. however, the approach is different. the time of day is specified, and the animals give birth based on different combinations of males and females. challenges added: plants + diseases + weather. however, the approach is not correct as it does not contain classes for each animal and all the simulation happens inside one single class, which is not desirable.",1
Correctness,there are minor errors in the application; all base tasks are completed; and challenges tasks are also completed.,1
Correctness,"there are minor errors in the code, and no challenge task was attempted.",1
Correctness,"there are not at least 5 animals created. at least 2 of them fight for the plant, while there are not at least 2 of them that are predators. the breeding is based on different genders. the time of the day affects the behaviour of at least 2 species. challenges added: plants + disease + weather.",1
Correctness,there are only four animals created and at least 2 of them compete for the same resource. there are not at least two animals that only eat plants and do not search for prey. male and female individuals are distinguished. there are correct characteristics for day and night. additional challenges implemented: grass added + conditions added + disease added.,1
Correctness,there are only four different species that are used. there are not 2 species that fight for the same resource. the program keeps track of the time of the day. extra features: plants as rocks/trees.,1
Correctness,there does not seem to be any addition of code written by the individual in addition to the code handout. ,1
Correctness,"there is a significant amount of duplication which also follows a poor naming scheme. this is not a correct implementation of a program, although after removing much of the duplicates it compiles.",1
Correctness,"there is no night time behaviour (the sleep method is never called), therefore the core tasks are incomplete.",1
Correctness,"there is no night time behaviour, therefore the core tasks are incomplete.",1
Correctness,"there is no predator and non predator indication classes, all species are extended from one base animal class.
almost all base tasks and all challenge tasks are implemented",1
Correctness,"there is no time specific behaviour of acting creatures or plants, therefore the core tasks are incomplete.",1
Correctness,"this solution is different from others as it represent characteristics of electronic devices rather than animals. 

however breeding is not characteristic of electronic devices, i would prefer more clear documentation  there why device has breeding age? how the process will happen, is there any opposite gender?

implementation is unique and good abstraction levels are used, but documentation or namings could be improved to make user understand about some points. for example, what does hunger means in context of this implementation?  if it is low battery, then using poweroff would be more clean instead of die",1
Correctness,"this student has completed all tasks, providing some documentation for how the tasks are completed. overall quite good at organising methods and classes for completing the different tasks.",1
Correctness,this submission completes the core task partially because it forgot to keep track of the time of day. it adds disease and plant factors as challenge tasks.,1
Correctness,"this submission completes the core task successfully and add earthquake, weather and plant factors as challenge tasks.",1
Correctness,"this submission completes the core task successfully. however, it skips the challenge tasks.",1
Correctness,"this submission does not keep track of the time of day, which is one requirement of core tasks. what is worst, it skips the challenge task.",1
Correctness,"this submission is limited to utilizing only two animal species and does not incorporate a time-of-day tracking feature. furthermore, it falls short of completing the challenge tasks. overall, it does not fulfill the requirements for both the base and challenge tasks.",1
Correctness,this submission sets 5 animals but it does not keep track of the time of day. it introduces plants as the challenge task.,1
Correctness,"this submission sets 7 species but it forgot to keep track of the time of day. what is worst, it skips the challenge task.",1
Correctness,this submission simply does not compile even all the files have been downloaded,1
Correctness,this work did not define runlongsimulation() function so it cannot run directly.,1
Correctness,time feature is not implemented. others have been implemented. ,1
Correctness,"time of day does not directly effect actor behaviour, can only  result in weather changes that do indirectly",1
Correctness,time of day does not have an effect on any acting species behaviour,1
Correctness,time of day not implemented.,1
Correctness,tried to do something with weather but no weather object observed + there is no infection of disease + no time check ,1
Correctness,unclear what the natural disasters do; they just kill the organism and doesn't change their behaviour. ,1
Correctness,using human as a speciy is a bit confusing since implementation of behavior findfood and eatplant replicate humans as an animal ,1
Correctness,very creative and completes all core and challenging tasks,1
Correctness,"very creative, good additions to project such as showing diseased and norma animals, core and challenging tasks completed",1
Correctness,"very good design, base and challenge tasks well developped",1
Correctness,"very good implementation of both base and challenge tasks, but the simulation stops fairly quickly",1
Correctness,very great. more thoughtful than others.,1
Correctness,very interesting implementation and good balance of the simulator. ,1
Correctness,"very slow code (didn't lose marks for this).
all basic tasks and one challenge completed.",1
Correctness,"very well balances simulation, challenges well implemeted, good behaviour. well done !",1
Correctness,"very well implemented, good behaviour of the simulation, run very long, good ideas in the design and challenges well implemented. great job !",1
Correctness,"weather doesn't affect behaviour, but instead has chance of giving disease ",1
Correctness,"weather implemented, but has no effects on actors.",1
Correctness,"weather not implemented, disease assigned but not used",1
Correctness,"while the simulation includes all the required species and behaviors from the core tasks, and implements some challenge tasks, there appear to be issues with balancing the populations. the sheep reproduce and survive at a much higher rate than the other species, leading to them overtaking the entire simulation. this suggests some of the breeding, feeding, and survival parameters may need adjustment to create a more stable ecosystem.",1
Correctness,"whilst the base tasks were correctly implemented, the challenge tasks were incorrectly configured and instead of operating in the same simulation, the plant and natural disaster classes launch in separate simulations and do not interact with the animals.",1
Correctness,"why is grass extending the animal class?
some basic tasks completed, only 1 challenge task completed.
gender doesn't seem to matter then breeding.",1
Correctness,"within 100 steps, all animals die and program ends, this is a very short time. plants dont seem to grow",1
Correctness,works well but stops fast ,1
Correctness,you seemed to have forgotten to call the setdead function when it gets overcrowded. also you have no effects for sleeping at night.,1
Documentation,"each class and method is accompanied by comments that clearly explain their role, inputs, outputs, and behaviors. well documented.",31
Documentation,"it is good, though not perfect.",19
Documentation,"solid use of comments and javadocs, however sometimes displays some overcommenting on lines which have obvious functionality. ",19
Documentation,"no report, some code not explained",13
Documentation,"overall, it is great.",12
Documentation,solid use of comments and javadocs.,12
Documentation,good use of comments. each function block commented. ,11
Documentation,missing return and parameter comments for some methods,9
Documentation,the documentation consists of comments that are somewhat useful in understanding the code; there are missing comments,7
Documentation,the documentation consists of comments that are useful in understanding the code and/or structure of the program;,6
Documentation,"with clear, well-written documentation",6
Documentation,comments are clear and concise,5
Documentation,comments for the fields generally state the obvious. functional comments are generally ok and explain the purpose of its function. documentation on arguments and return types is ok.,5
Documentation,generally good documenation. comments are useful and concise,5
Documentation,generally good documentation.,5
Documentation,appropriate and insightful comments.,4
Documentation,appropriate commenting at beginning and through each file.,4
Documentation,"clear, concise, accurate documentation. ",4
Documentation,good documentation,4
Documentation,missing student number and k number in file header,4
Documentation,the code is accessible and maintainable,4
Documentation,"the code is exceptionally well documented. each class and method has clear, detailed comments describing its purpose and parameters. in-line comments explain complex logic. files contain header comments.",4
Documentation,the documentation is well written and organised,4
Documentation,"the documentation is well written, organised and clearly explains what the code is accomplishing and how",4
Documentation,very well documented,4
Documentation,well documented,4
Documentation,appropriate but somewhat overcommented.,3
Documentation,code is well documented,3
Documentation,comments for non existent params,3
Documentation,"did not add student name and number as header for each file.
some obvious comments. no report.",3
Documentation,generally good documentation. some comments are verbose,3
Documentation,"generally included comments on all methods. however, some state the obvious which seems to be redundant.",3
Documentation,good documentation where necessary.,3
Documentation,"good use of comments at the beginning of each file, and in each function. some comments could be added.",3
Documentation,great documentation,3
Documentation,missing overrides for methods in child classes,3
Documentation,missing return comment in method header comments ,3
Documentation,overall good comments and documentation across the code. however some documentation states the obvious.,3
Documentation,"reasonable use of comments and javadocs, however sometimes displays some overcommenting on lines which have obvious functionality. further, some comments have clearly been copied from other classes and been left unchanged.",3
Documentation,the base tasks are achieved and some challenge tasks are also attempted. the code provides good readability with detailed comments. the simulator view can be improved by specifying the representation of the colors.,3
Documentation,the comments are somewhat useful in understanding the code.,3
Documentation,the use of meaningful comments and documentation ,3
Documentation,well organised and make the code easy to understand,3
Documentation,  generally well documented with some repetition.,2
Documentation, effective documentation,2
Documentation,better than most of the others.,2
Documentation,better than others.,2
Documentation,comments are clear and concise and explain sections without being overly verbose.,2
Documentation,comments are clear and useful - every file includes header information.,2
Documentation,comments are useful and not overly verbose,2
Documentation,comments rarely state the obvious. generally good descriptions of the purpose of each function and its arguments.,2
Documentation,"did not add student name and number as header for each file.
some obvious comments. some places missing comments.",2
Documentation,"each class and method is accompanied by comments that clearly explain their role, inputs, outputs, and behaviors. lot of typos in comments.",2
Documentation,generally good comments on all methods and parameters.,2
Documentation,generally well documented - comments are used fittingly and do not over-explain code,2
Documentation,"good documentation, easy to understand the functions and what they do.",2
Documentation,good use of comments but some could be explained better. each function block commented. ,2
Documentation,good use of comments but some more could be added. each function block commented. ,2
Documentation,great! it is better than others.,2
Documentation,involves the use of meaningful comments and documentation ,2
Documentation,lack of comments explaining large code blocks.,2
Documentation,missing param and return comment in method header comments ,2
Documentation,missing param and return comment in method header comments.,2
Documentation,missing report and no student name and number on each file,2
Documentation,most classes and methods have clear header comments explaining their purpose.,2
Documentation,no attempt made,2
Documentation,"no report, some code not explained, repeated files.",2
Documentation,"no report, some missing comments, some obvious comments",2
Documentation,solid use of comments and javadocs however the codebase would benefit greatly from a spellcheck to to comments and perhaps ,2
Documentation,"some class and method are not accompanied by comments that clearly explain their role, inputs, outputs, and behaviors.",2
Documentation,some comments state the obvious,2
Documentation,some function handles too much responsibility and no documentation is offered. some comments rather state the obvious,2
Documentation,some methods are missing comments on their parameters and return values.,2
Documentation,some portions of the code are not commented enough.,2
Documentation,the base tasks are achieved and one challenge task is attempted. the code is generally well-commented and the readability of the code is good. the simulator view can be improved by specifying the representation of the colors.,2
Documentation,the documentation consists od comments that are some-what useful in understanding the code.,2
Documentation,the documentation is evident,2
Documentation,the documentation is simply comments embedded in the code but does not help the reader understand the code.,2
Documentation,the documentation is simply comments embedded in the code but does not help the reader understand the code;,2
Documentation,the documentation is well-written and organised and clearly explains what the code is accomplishing and how.,2
Documentation,the submission is the same as the original folder,2
Documentation,very clear and detailed documentation,2
Documentation,very good documentation,2
Documentation,"well explained code, but no report",2
Documentation,well organised,2
Documentation,well-documented code,2
Documentation,"you forgot to write your name and k-number on each file.
some comments about functions are irrelevant. but mostly useful comments.",2
Documentation,"your documentation is thorough and well-organized, significantly aiding in the understanding of the code's functionality. each class and method is accompanied by clear comments explaining its purpose, parameters, and return values. including header information in every file further demonstrates your attention to professional coding standards.",2
Documentation,all entities are documented to a high standard using javadoc annotations and effective descriptions of methods. more complex code blocks are also commented effectively,1
Documentation,all the comments needed,1
Documentation,almost perfect. some confusion between animal and organism in function descriptions.,1
Documentation,appropriate and insightful comments. not running the line of overcommenting.,1
Documentation,appropriate commenting at beginning and through each file. although some extra comments should be added.,1
Documentation,appropriate commenting at beginning and through each file. although some extra moments should be added.,1
Documentation,broadly good. some variables in functions missing descriptions. documentation not available for weather enum.,1
Documentation,class and method comments are present but fairly minimal. they state the obvious in many cases rather than providing insights into the code. ,1
Documentation,"class and method level comments are present, giving a high-level overview of functionality. however, the comments are fairly sparse - more description of key methods, parameters and return values would help future maintainers.",1
Documentation,classes and functions are clearly documented,1
Documentation,"classes and methods have some comments describing their purpose. some complex sections of code have explanatory comments. however, the documentation could be more thorough - for example, describing what each class represents in the simulation, or the purpose of key variables. not all methods have documentation for their parameters and return values. ",1
Documentation,"classes and methods have some comments explaining their purpose. some important methods have descriptive comments. however, documentation is a bit inconsistent - some methods and logical blocks lack comments where they would be helpful to understand the code.",1
Documentation,clear and complete documentation,1
Documentation,clear and concise documentation,1
Documentation,clear and detailed documentation,1
Documentation,clear documentation,1
Documentation,"clear documentation, every function and class is explained well",1
Documentation,code is documented well.,1
Documentation,code is generally documented well. some unnecessary comments.,1
Documentation,code is generally explained well if it is unclear.,1
Documentation,code is missing documentation where necessary.,1
Documentation,code is well documented but seems to be the same as the default submission.,1
Documentation,code where variables are unclear is not documented well.,1
Documentation,"comments are not fully supportive of the code, hard to make out what some functions do. ",1
Documentation,comments are sparse.,1
Documentation,"comments clear, but more comments would have been welcomed.",1
Documentation,comments could provide more details on what classes are being used given the structure of the repository. generally good comments on function purpose and parameter types.,1
Documentation,comments for the fields generally state the obvious. functional comments are generally ok and explain the purpose of its function however some do not have comments to explain its purpose. documentation on arguments and return types is ok.,1
Documentation,"comments for the fields generally state the obvious. functional comments often explain the purpose of the function, however, some longer functions have a short description. documentation on arguments and return types is ok.",1
Documentation,comments for the fields generally states the obvious. functional comments are generally ok and explain the purpose of its function. documentation on arguments and return types is ok.,1
Documentation,comments for the fields generally states the obvious. functional comments are generally ok and explains the purpose of its function. documentation on arguments and return types are ok.,1
Documentation,comments generally state the obvious for the constants. some magic literals require more explanation. some comments are informative for the longer functions.,1
Documentation,comments present at beginning of file. more and more detailed comments could be included throughout.,1
Documentation,comments present at beginning of file. more and more detailed comments could be included.,1
Documentation,comments useful and well added,1
Documentation,"comments were correctly added, but the code is too simplistic.",1
Documentation,comprehensive documentation ,1
Documentation,comprehensive javadoc coverage for all classes.,1
Documentation,"confusion between animal class names in description of functions. also incorrect description of grass behaviour, i.e. is documented as eating antelopes.",1
Documentation,consistent errors in describing function arguments.,1
Documentation,contains short comments throughout some functions suggesting that the function is a little too long. inconsistent placement for the method description. some descriptions for functions are too short.,1
Documentation,copy paste issues are  persisted in documentation comments,1
Documentation,correct,1
Documentation,could be better.,1
Documentation,descriptions of some classes are missing,1
Documentation,"did not add student name and number as header for each file.
some obvious comments. no report. didn't follow submission guide, should of been only 1 folder with all files but folder has another folder.",1
Documentation,"documentation broadly good, however the description of the findfood method is incorrect for most of the animals.",1
Documentation,documentation copied and pasted. inaccurate comments.,1
Documentation,documentation defines every function and class ,1
Documentation,documentation is clear ,1
Documentation,documentation is clear and defines every class and function,1
Documentation,documentation is clear and describes the functions well,1
Documentation,documentation is clear and easy to follow,1
Documentation,documentation is clear and explains all functions and classes,1
Documentation,documentation is clear and explains all functions correctly,1
Documentation,documentation is clear and explains each class and function well,1
Documentation,"documentation is clear, explains every class and function",1
Documentation,documentation is informative and well structured,1
Documentation,"documentation is lacking in some areas, and there are some unnecessary comments. ",1
Documentation,"documentation is lacking when needed, and incorrect in some places.",1
Documentation,documentation is mostly sufficient. it is unclear what disease does.,1
Documentation,documentation is succinct and well meaning.,1
Documentation,documentation is sufficient where necessary.,1
Documentation,documentation very precise,1
Documentation,documentation well structured and clear,1
Documentation,documented very well,1
Documentation,documented well however not all functions are documented or explained well.,1
Documentation,"documented well, functions and classes are defined",1
Documentation,documented well. every function is defined,1
Documentation,"doucmented well, eays to understand and follow",1
Documentation,"each argument and return type are clearly labeled. however, some field comments state the obvious. logical comments explain the function purpose.",1
Documentation,"each class and interface has a clear comment at the top explaining its purpose. key functions have comments explaining what they do, and comments are present to clarify non-obvious logical blocks of code. every file has a comment with the version number. the inline documentation strikes a good balance between explaining the code without being excessive.",1
Documentation,each class and method has clear header comments describing its purpose. some key sections of code within methods also have inline comments explaining their logic.,1
Documentation,"each class and method has clear, well-written documentation. class documentation summarizes the overall purpose. method docs clearly explain the parameters, return values and what the method does. some key sections have inline comments explaining complex logic. the documentation is quite thorough and helpful for understanding the code.",1
Documentation,"each class and method is accompanied by comments that clearly explain their role, inputs, outputs, and behaviours. well documented.",1
Documentation,each class and method is clearly documented with its purpose and parameters. in-line comments explain complex logic. files have header comments. documentation is concise and useful without being overly verbose.,1
Documentation,each class has a comment at the top describing its purpose. key methods like act() and givebirth() have clear doc comments explaining arguments and functionality. the code has in-line comments explaining non-obvious operations. the author and version are listed.,1
Documentation,empty submission,1
Documentation,"every part well structured, and well-commented",1
Documentation,every section well commented,1
Documentation,every section well documented,1
Documentation,explanatory comments could be added,1
Documentation,"fields' comments generally state the obvious. for the longer functions, more explanation is needed for its action. other comments generally describe the purpose of the function well.",1
Documentation,fields' comments generally state the obvious. other comments describe the purpose of the function and good explanation of the argument and return types.,1
Documentation,files does not include student name or number,1
